node_type,parent_node,join_type,relation_name,alias,plan_rows,actual_rows,startup_cost,total_cost,plan_width,selectivity,cost_ratio,log_plan_rows,filter,hash_cond,index_cond
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.0196078431372549,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,5.0,5.0,62.51,62.53,85.0,1.0,1.0003199488081906,0.69897,none,none,none
Sort,Limit,None,None,None,38.0,5.0,62.51,62.61,85.0,1.0,1.0015997440409534,1.579784,none,none,none
Nested Loop,Sort,Inner,None,None,38.0,38.0,1.49,61.88,85.0,1.0,41.530201342281885,1.579784,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.02631578947368421,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,27.0,0.0,221.0,221.07,25.0,1.0,1.0003167420814478,1.431364,none,none,none
Sort,Limit,None,None,None,67.0,0.0,221.0,221.17,25.0,1.0,1.0007692307692306,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,216.58,219.08,25.0,1.0,1.0115430787699695,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1060.0,1143.0,109.42,211.28,19.0,1.0,1.9309084262474867,3.025306,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1060.0,1143.0,102.92,201.94,4.0,1.0,1.9621064904780412,3.025306,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,194.0,194.0,100.5,100.5,4.0,0.1830188679245283,1.0,2.287802,none,none,none
Seq Scan,Hash,None,film,f,194.0,194.0,0.0,100.5,4.0,1.0,100.5,2.287802,rating = 'pg'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18867924528301888,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,6.0,6.0,0.56,31.86,25.0,1.0,56.89285714285714,0.778151,none,none,none
Aggregate,Limit,None,None,None,200.0,6.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,334.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,14.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,334.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,19.0,14.0,62.29,62.33,85.0,1.0,1.0006421576497029,1.278754,none,none,none
Sort,Limit,None,None,None,19.0,14.0,62.29,62.33,85.0,1.0,1.0006421576497029,1.278754,none,none,none
Nested Loop,Sort,Inner,None,None,19.0,14.0,1.49,61.88,85.0,1.0,41.530201342281885,1.278754,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,56.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'horror'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.05263157894736842,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,8.0,8.0,0.56,42.29,25.0,1.0,75.51785714285714,0.90309,none,none,none
Aggregate,Limit,None,None,None,200.0,8.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,258.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,11.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,258.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,9.0,9.0,273.62,273.65,95.0,1.0,1.000109641108106,0.954243,none,none,none
Sort,Limit,None,None,None,216.0,9.0,273.62,274.16,95.0,1.0,1.0019735399459104,2.334454,none,none,none
Aggregate,Sort,None,None,None,216.0,33.0,261.01,269.12,95.0,1.0,1.0310716064518601,2.334454,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,658.0,556.0,62.68,256.07,91.0,1.0,4.08535417996171,2.818226,none,none,none
Hash Join,Nested Loop,Inner,None,None,188.0,159.0,62.39,152.26,91.0,0.2857142857142857,2.440455201154031,2.274158,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,41.0,37.0,61.88,61.88,89.0,0.21808510638297873,1.0,1.612784,none,none,none
Nested Loop,Hash,Inner,None,None,41.0,37.0,1.49,61.88,89.0,1.0,41.530201342281885,1.612784,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%comedy%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.024390243902439025,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.0060790273556231,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,10.0,0.0,222.1,222.13,25.0,1.0,1.00013507429086,1.0,none,none,none
Sort,Limit,None,None,None,67.0,0.0,222.1,222.27,25.0,1.0,1.00076542098154,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,218.15,220.65,25.0,1.0,1.0114600045840019,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1218.0,1184.0,109.79,212.06,19.0,1.0,1.9315056016030603,3.085647,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1218.0,1184.0,103.29,202.3,4.0,1.0,1.958563268467422,3.085647,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,223.0,223.0,100.5,100.5,4.0,0.18308702791461412,1.0,2.348305,none,none,none
Seq Scan,Hash,None,film,f,223.0,223.0,0.0,100.5,4.0,1.0,100.5,2.348305,rating = 'pg-#'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.16420361247947454,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,28.0,1.0,238.81,238.88,95.0,1.0,1.0002931200535992,1.447158,none,none,none
Sort,Limit,None,None,None,155.0,1.0,238.81,239.2,95.0,1.0,1.0016330974414807,2.190332,none,none,none
Aggregate,Sort,None,None,None,155.0,1.0,228.5,234.31,95.0,1.0,1.0254266958424507,2.190332,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,466.0,449.0,62.53,225.0,91.0,1.0,3.5982728290420596,2.668386,none,none,none
Hash Join,Nested Loop,Inner,None,None,133.0,131.0,62.25,151.56,91.0,0.2854077253218884,2.434698795180723,2.123852,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,29.0,28.0,61.88,61.88,89.0,0.21804511278195488,1.0,1.462398,none,none,none
Nested Loop,Hash,Inner,None,None,29.0,28.0,1.49,61.88,89.0,1.0,41.530201342281885,1.462398,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%action%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,19.0,0.034482758620689655,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.008583690987124463,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,11.0,13.0,62.08,62.1,85.0,1.0,1.0003221649484537,1.041393,none,none,none
Sort,Limit,None,None,None,11.0,13.0,62.08,62.1,85.0,1.0,1.0003221649484537,1.041393,none,none,none
Nested Loop,Sort,Inner,None,None,11.0,13.0,1.49,61.89,85.0,1.0,41.53691275167785,1.041393,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,62.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'drama'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.09090909090909091,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,13.0,0.0,220.7,220.73,25.0,1.0,1.0001359311282283,1.113943,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.7,220.87,25.0,1.0,1.0007702763932942,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,216.63,219.13,25.0,1.0,1.01154041453169,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1065.0,1031.0,109.44,211.3,19.0,1.0,1.9307383040935675,3.02735,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1065.0,1031.0,102.94,201.95,4.0,1.0,1.9618224208276664,3.02735,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,195.0,195.0,100.5,100.5,4.0,0.18309859154929578,1.0,2.290035,none,none,none
Seq Scan,Hash,None,film,f,195.0,195.0,0.0,100.5,4.0,1.0,100.5,2.290035,rating = 'r'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18779342723004694,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,9.0,11.0,62.03,62.05,85.0,1.0,1.0003224246332418,0.954243,none,none,none
Sort,Limit,None,None,None,9.0,11.0,62.03,62.05,85.0,1.0,1.0003224246332418,0.954243,none,none,none
Nested Loop,Sort,Inner,None,None,9.0,11.0,1.49,61.89,85.0,1.0,41.53691275167785,0.954243,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.1111111111111111,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,21.0,0.0,220.01,220.06,25.0,1.0,1.0002272623971638,1.322219,none,none,none
Sort,Limit,None,None,None,67.0,0.0,220.01,220.18,25.0,1.0,1.0007726921503568,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,215.71,218.21,25.0,1.0,1.0115896342311437,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,972.0,976.0,109.22,210.85,19.0,1.0,1.9305072331074895,2.987666,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,972.0,976.0,102.72,201.74,4.0,1.0,1.9639797507788164,2.987666,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,178.0,178.0,100.5,100.5,4.0,0.1831275720164609,1.0,2.25042,none,none,none
Seq Scan,Hash,None,film,f,178.0,178.0,0.0,100.5,4.0,1.0,100.5,2.25042,rating = 'g'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.205761316872428,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,39.0,39.0,63.29,63.39,85.0,1.0,1.0015800284405119,1.591065,none,none,none
Sort,Limit,None,None,None,50.0,39.0,63.29,63.42,85.0,1.0,1.0020540369726656,1.69897,none,none,none
Nested Loop,Sort,Inner,None,None,50.0,45.0,1.49,61.88,85.0,1.0,41.530201342281885,1.69897,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,58.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'comedy'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.02,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,8.0,8.0,62.52,62.54,85.0,1.0,1.0003198976327574,0.90309,none,none,none
Sort,Limit,None,None,None,32.0,8.0,62.52,62.6,85.0,1.0,1.00127959053103,1.50515,none,none,none
Nested Loop,Sort,Inner,None,None,32.0,28.0,1.49,61.88,85.0,1.0,41.530201342281885,1.50515,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.03125,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,16.0,16.0,63.21,63.25,85.0,1.0,1.0006328112640406,1.20412,none,none,none
Sort,Limit,None,None,None,53.0,16.0,63.21,63.34,85.0,1.0,1.0020566366081316,1.724276,none,none,none
Nested Loop,Sort,Inner,None,None,53.0,54.0,1.49,61.88,85.0,1.0,41.530201342281885,1.724276,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,62.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'drama'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.018867924528301886,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,40.0,40.0,63.4,63.5,85.0,1.0,1.001577287066246,1.60206,none,none,none
Sort,Limit,None,None,None,53.0,40.0,63.4,63.53,85.0,1.0,1.00205047318612,1.724276,none,none,none
Nested Loop,Sort,Inner,None,None,53.0,48.0,1.49,61.88,85.0,1.0,41.530201342281885,1.724276,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,21.0,0.018867924528301886,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,10.0,10.0,273.96,273.99,95.0,1.0,1.0001095050372317,1.0,none,none,none
Sort,Limit,None,None,None,219.0,10.0,273.96,274.51,95.0,1.0,1.0020075923492482,2.340444,none,none,none
Aggregate,Sort,None,None,None,219.0,42.0,261.01,269.23,95.0,1.0,1.031493046243439,2.340444,countrental_id > #,none,none
Nested Loop,Aggregate,Inner,None,None,658.0,760.0,62.68,256.07,91.0,1.0,4.08535417996171,2.818226,none,none,none
Hash Join,Nested Loop,Inner,None,None,188.0,220.0,62.39,152.26,91.0,0.2857142857142857,2.440455201154031,2.274158,none,film_id=film_id,none
Seq Scan,Hash Join,None,inventory,i,4581.0,4581.0,0.0,70.81,6.0,1.0,70.81,3.66096,none,none,none
Hash,Hash Join,None,None,None,41.0,49.0,61.88,61.88,89.0,0.21808510638297873,1.0,1.612784,none,none,none
Nested Loop,Hash,Inner,None,None,41.0,49.0,1.49,61.88,89.0,1.0,41.530201342281885,1.612784,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,69.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text ~~ '%family%'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,1.0,0.28,0.67,19.0,0.024390243902439025,2.392857142857143,0.0,length > #,none,none
Index Scan,Nested Loop,None,rental,r,4.0,3.0,0.29,0.51,8.0,0.0060790273556231,1.7586206896551726,0.60206,none,none,none
Limit,ROOT,None,None,None,5.0,2.0,61.95,61.96,85.0,1.0,1.0001614205004035,0.69897,none,none,none
Sort,Limit,None,None,None,5.0,2.0,61.95,61.96,85.0,1.0,1.0001614205004035,0.69897,none,none,none
Nested Loop,Sort,Inner,None,None,5.0,2.0,1.49,61.89,85.0,1.0,41.53691275167785,0.69897,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,61.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'sci-fi'::text,none,none
Index Scan,Nested Loop,None,film,f,1.0,0.0,0.28,0.67,21.0,0.2,2.392857142857143,0.0,length > #,none,none
Limit,ROOT,None,None,None,48.0,48.0,0.56,250.94,25.0,1.0,448.10714285714283,1.681241,none,none,none
Aggregate,Limit,None,None,None,200.0,48.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,2253.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,90.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,2253.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,19.0,0.0,222.41,222.46,25.0,1.0,1.00022481003552,1.278754,none,none,none
Sort,Limit,None,None,None,67.0,0.0,222.41,222.58,25.0,1.0,1.000764354120768,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,0.0,218.15,220.65,25.0,1.0,1.0114600045840019,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1218.0,1184.0,109.79,212.06,19.0,1.0,1.9315056016030603,3.085647,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1218.0,1184.0,103.29,202.3,4.0,1.0,1.958563268467422,3.085647,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,223.0,223.0,100.5,100.5,4.0,0.18308702791461412,1.0,2.348305,none,none,none
Seq Scan,Hash,None,film,f,223.0,223.0,0.0,100.5,4.0,1.0,100.5,2.348305,rating = 'pg-#'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.16420361247947454,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,100.0,100.0,424.48,428.23,25.0,1.0,1.0088343384847342,2.0,none,none,none
Aggregate,Limit,None,None,None,200.0,100.0,424.48,431.97,25.0,1.0,1.0176451187335092,2.30103,countpayment_id > #,none,none
Hash Join,Aggregate,Inner,None,None,14595.0,14596.0,22.48,351.51,21.0,1.0,15.636565836298931,4.164204,none,customer_id=customer_id,none
Seq Scan,Hash Join,None,payment,p,14595.0,14596.0,0.0,290.45,6.0,1.0,290.45,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Hash,Hash Join,None,None,None,599.0,599.0,14.99,14.99,17.0,0.041041452552243916,1.0,2.777427,none,none,none
Seq Scan,Hash,None,customer,c,599.0,599.0,0.0,14.99,17.0,1.0,14.99,2.777427,none,none,none
Limit,ROOT,None,None,None,36.0,36.0,0.56,188.35,25.0,1.0,336.33928571428567,1.556303,none,none,none
Aggregate,Limit,None,None,None,200.0,36.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,936.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,37.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,936.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,25.0,1.0,220.97,221.03,25.0,1.0,1.0002715300719556,1.39794,none,none,none
Sort,Limit,None,None,None,67.0,1.0,220.97,221.13,25.0,1.0,1.0007240801918813,1.826075,none,none,none
Aggregate,Sort,None,None,None,67.0,1.0,216.58,219.08,25.0,1.0,1.0115430787699695,1.826075,countfilm_id > #,none,none
Hash Join,Aggregate,Inner,None,None,1060.0,1143.0,109.42,211.28,19.0,1.0,1.9309084262474867,3.025306,none,actor_id=actor_id,none
Hash Join,Hash Join,Inner,None,None,1060.0,1143.0,102.92,201.94,4.0,1.0,1.9621064904780412,3.025306,none,film_id=film_id,none
Seq Scan,Hash Join,None,film_actor,fa,5462.0,5462.0,0.0,84.62,4.0,1.0,84.62,3.737352,none,none,none
Hash,Hash Join,None,None,None,194.0,194.0,100.5,100.5,4.0,0.1830188679245283,1.0,2.287802,none,none,none
Seq Scan,Hash,None,film,f,194.0,194.0,0.0,100.5,4.0,1.0,100.5,2.287802,rating = 'pg'::mpaa_rating,none,none
Hash,Hash Join,None,None,None,200.0,200.0,4.0,4.0,17.0,0.18867924528301888,1.0,2.30103,none,none,none
Seq Scan,Hash,None,actor,a,200.0,200.0,0.0,4.0,17.0,1.0,4.0,2.30103,none,none,none
Limit,ROOT,None,None,None,78.0,78.0,0.56,407.43,25.0,1.0,727.5535714285713,1.892095,none,none,none
Aggregate,Limit,None,None,None,200.0,78.0,0.56,1043.82,25.0,1.0,1863.9642857142853,2.30103,countpayment_id > #,none,none
Merge Join,Aggregate,Inner,None,None,14595.0,2594.0,0.56,963.36,21.0,1.0,1720.2857142857142,4.164204,none,none,none
Index Scan,Merge Join,None,customer,c,599.0,104.0,0.28,37.63,17.0,0.041041452552243916,134.39285714285714,2.777427,none,none,none
Index Scan,Merge Join,None,payment,p,14595.0,2594.0,0.29,741.8,6.0,1.0,2557.9310344827586,4.164204,payment_date > '#-#-# #:#:#'::timestamp without time zone,none,none
Limit,ROOT,None,None,None,19.0,17.0,62.29,62.33,85.0,1.0,1.0006421576497029,1.278754,none,none,none
Sort,Limit,None,None,None,19.0,17.0,62.29,62.33,85.0,1.0,1.0006421576497029,1.278754,none,none,none
Nested Loop,Sort,Inner,None,None,19.0,17.0,1.49,61.88,85.0,1.0,41.530201342281885,1.278754,none,none,none
Hash Join,Nested Loop,Inner,None,None,62.0,64.0,1.21,20.53,70.0,1.0,16.96694214876033,1.792392,none,category_id=category_id,none
Seq Scan,Hash Join,None,film_category,fc,1000.0,1000.0,0.0,16.0,4.0,1.0,16.0,3.0,none,none,none
Hash,Hash Join,None,None,None,1.0,1.0,1.2,1.2,72.0,0.016129032258064516,1.0,0.0,none,none,none
Seq Scan,Hash,None,category,c,1.0,1.0,0.0,1.2,72.0,1.0,1.2,0.0,name::text = 'action'::text,none,none
